25, 14
25, 12
25, 11
25, 11
25, 11
25, 11
25, 11
25, 11
25, 11
25, 11
25, 11
25, 11
25, 11
26, 11
26, 11
26, 11
26, 11
26, 11
26, 11
26, 11
26, 11
26, 11
26, 11
25, 11
25, 11
25, 10
25, 11
25, 11
25, 11
24, 11
24, 11
24, 11
24, 11
24, 11
24, 11
23, 11
23, 11
23, 11
23, 11
23, 11
23, 11
23, 11
23, 11
23, 11
23, 11
25, 11
25, 11
25, 11
25, 11
25, 11
25, 11
25, 11
24, 11
24, 11
24, 11
25, 11
25, 12
25, 12
25, 12
25, 12
25, 12
25, 12
25, 12
25, 12
25, 12
26, 11
26, 11
27, 12
27, 12
27, 12
27, 12
26, 12
27, 12
26, 12
26, 12
25, 11
25, 11
25, 11
25, 11
25, 11
25, 11
25, 11
25, 11
25, 10
25, 11
26, 11
26, 11
26, 10
26, 11
26, 10
26, 11
26, 10
26, 11
26, 11
26, 11
26, 11
25, 12
26, 11
25, 11
26, 11
26, 11
26, 11
26, 11
26, 11
26, 11
26, 10
26, 10
26, 10
26, 10
26, 10
26, 10
26, 11
26, 10
26, 10
26, 10
27, 11
27, 11
27, 11
27, 11
27, 11
27, 11
27, 11
27, 11
27, 11
27, 11
26, 11
26, 12
26, 12
26, 12
26, 12
26, 12
26, 12
26, 12
26, 12
26, 12
27, 12
27, 12
27, 12
27, 12
27, 12
27, 12
27, 12
27, 12
27, 12
27, 12
27, 11
27, 11
27, 11
27, 11
27, 11
27, 11
27, 11
27, 11
27, 11
27, 11
25, 11
25, 11
25, 11
25, 11
25, 11
25, 11
25, 11
25, 11
25, 11
25, 11
25, 10
25, 11
25, 11
25, 10
25, 11
25, 11
25, 11
25, 11
25, 11
25, 11
25, 11
25, 11
25, 11
25, 10
25, 11
25, 10
25, 11
25, 11
25, 11
25, 11
27, 12
27, 11
27, 11
27, 12
27, 11
27, 12
27, 12
27, 11
27, 11
27, 12
26, 11
26, 10
27, 11
27, 11
27, 11
27, 11
26, 11
26, 10
27, 10
27, 11
27, 10
27, 10
27, 10
27, 10
27, 10
27, 10
27, 10
27, 10
27, 10
27, 10
27, 10
27, 10
27, 10
27, 11
27, 11
26, 11
26, 11
26, 10
26, 10
26, 11
26, 11
26, 11
26, 11
26, 11
26, 11
27, 11
27, 11
27, 11
27, 11
27, 11
24, 11
24, 11
24, 11
24, 11
24, 11
24, 11
24, 11
24, 11
24, 11
24, 11
