31, 11
29, 11
29, 11
29, 11
29, 11
29, 11
29, 12
29, 12
30, 12
29, 12
30, 12
29, 12
30, 12
30, 13
30, 13
29, 12
30, 13
28, 13
29, 13
28, 13
29, 13
31, 12
29, 12
29, 11
30, 11
29, 11
31, 11
29, 11
29, 11
29, 11
29, 11
28, 12
28, 12
29, 12
28, 12
29, 12
28, 12
29, 12
28, 11
27, 12
28, 12
30, 12
29, 11
30, 11
29, 11
29, 11
29, 11
29, 11
29, 11
30, 12
29, 11
28, 11
29, 11
28, 11
29, 11
29, 11
29, 11
30, 11
28, 11
29, 11
30, 11
30, 12
30, 12
31, 12
30, 12
31, 12
31, 12
31, 12
30, 12
31, 12
30, 12
28, 12
29, 12
28, 12
29, 12
28, 12
30, 12
28, 12
30, 12
29, 12
29, 12
29, 12
31, 13
30, 13
29, 12
30, 13
30, 13
30, 12
30, 13
30, 13
30, 13
30, 11
28, 11
28, 11
29, 11
28, 11
28, 11
28, 11
29, 11
28, 11
28, 11
27, 12
28, 12
28, 12
28, 12
28, 12
28, 13
27, 12
27, 12
27, 12
28, 12
30, 12
30, 12
29, 11
30, 11
28, 11
29, 11
30, 12
30, 11
29, 11
29, 11
28, 12
28, 12
29, 13
29, 13
29, 13
28, 12
28, 12
28, 12
28, 12
29, 12
